species_name,genome_file_name,cds_file_name,original_name,source
tuber_indicum,tuber_indicum_v1_0_genomic.fna,tuber_indicum_v1_0_cds.fna,tuber_indicum_v1_0,mycocosm
tuber_gibbosum,tuber_gibbosum_gb_tgibb2_v1_0_genomic.fna,tuber_gibbosum_gb_tgibb2_v1_0_cds.fna,tuber_gibbosum_gb_tgibb2_v1_0,mycocosm
tuber_canaliculatum,tuber_canaliculatum_gb_tcana1_v1_0_genomic.fna,tuber_canaliculatum_gb_tcana1_v1_0_cds.fna,tuber_canaliculatum_gb_tcana1_v1_0,mycocosm
tuber_aestivum,tuber_aestivum_var_urcinatum_v1_0_genomic.fna,tuber_aestivum_var_urcinatum_v1_0_cds.fna,tuber_aestivum_var_urcinatum_v1_0,mycocosm
truncatella_angustata,truncatella_angustata_mpi_sdfr_at_0073_v1_0_genomic.fna,truncatella_angustata_mpi_sdfr_at_0073_v1_0_cds.fna,truncatella_angustata_mpi_sdfr_at_0073_v1_0,mycocosm
tritirachium_sp,tritirachium_sp_cbs_265_96_v1_0_genomic.fna,tritirachium_sp_cbs_265_96_v1_0_cds.fna,tritirachium_sp_cbs_265_96_v1_0,mycocosm
triparticalcar_arcticum,triparticalcar_arcticum_br59_v1_0_genomic.fna,triparticalcar_arcticum_br59_v1_0_cds.fna,triparticalcar_arcticum_br59_v1_0,mycocosm
trinosporium_guianense,trinosporium_guianense_cbs132537_v1_0_genomic.fna,trinosporium_guianense_cbs132537_v1_0_cds.fna,trinosporium_guianense_cbs132537_v1_0,mycocosm
trichosporon_oleaginosus,trichosporon_oleaginosus_ibc0246_v1_0_genomic.fna,trichosporon_oleaginosus_ibc0246_v1_0_cds.fna,trichosporon_oleaginosus_ibc0246_v1_0,mycocosm
trichosporon_guehoae,trichosporon_guehoae_v1_0_genomic.fna,trichosporon_guehoae_v1_0_cds.fna,trichosporon_guehoae_v1_0,mycocosm
trichosporon_chiarellii,trichosporon_chiarellii_mya_4694_v1_0_genomic.fna,trichosporon_chiarellii_mya_4694_v1_0_cds.fna,trichosporon_chiarellii_mya_4694_v1_0,mycocosm
trichophaea_hybrida,trichophaea_hybrida_utf0779_v1_0_genomic.fna,trichophaea_hybrida_utf0779_v1_0_cds.fna,trichophaea_hybrida_utf0779_v1_0,mycocosm
trichomonascus_petasosporus,trichomonascus_petasosporus_nrrl_yb_2093_v1_0_genomic.fna,trichomonascus_petasosporus_nrrl_yb_2093_v1_0_cds.fna,trichomonascus_petasosporus_nrrl_yb_2093_v1_0,mycocosm
tricholoma_populinum,tricholoma_populinum_2016pmi031_v1_0_genomic.fna,tricholoma_populinum_2016pmi031_v1_0_cds.fna,tricholoma_populinum_2016pmi031_v1_0,mycocosm
tricholoma_matsutake,tricholoma_matsutake_945_v3_0_genomic.fna,tricholoma_matsutake_945_v3_0_cds.fna,tricholoma_matsutake_945_v3_0,mycocosm
trichoderma_velutinum,trichoderma_velutinum_szmc_28001_v1_0_genomic.fna,trichoderma_velutinum_szmc_28001_v1_0_cds.fna,trichoderma_velutinum_szmc_28001_v1_0,mycocosm
trichoderma_taiwanense,trichoderma_taiwanense_szmc_28005_v1_0_genomic.fna,trichoderma_taiwanense_szmc_28005_v1_0_cds.fna,trichoderma_taiwanense_szmc_28005_v1_0,mycocosm
trichoderma_strigosellum,trichoderma_strigosellum_szmc_28007_v1_0_genomic.fna,trichoderma_strigosellum_szmc_28007_v1_0_cds.fna,trichoderma_strigosellum_szmc_28007_v1_0,mycocosm
trichoderma_strictipile,trichoderma_strictipile_cbs_347_93_v1_0_genomic.fna,trichoderma_strictipile_cbs_347_93_v1_0_cds.fna,trichoderma_strictipile_cbs_347_93_v1_0,mycocosm
trichoderma_spirale,trichoderma_spirale_szmc_28008_v1_0_genomic.fna,trichoderma_spirale_szmc_28008_v1_0_cds.fna,trichoderma_spirale_szmc_28008_v1_0,mycocosm
trichoderma_sp,trichoderma_sp_aff_zeloharzianum_szmc_28011_v1_0_genomic.fna,trichoderma_sp_aff_zeloharzianum_szmc_28011_v1_0_cds.fna,trichoderma_sp_aff_zeloharzianum_szmc_28011_v1_0,mycocosm
trichoderma_sinense,trichoderma_sinense_daom_230004_v1_0_genomic.fna,trichoderma_sinense_daom_230004_v1_0_cds.fna,trichoderma_sinense_daom_230004_v1_0,mycocosm
trichoderma_rossicum,trichoderma_rossicum_m135_v1_0_genomic.fna,trichoderma_rossicum_m135_v1_0_cds.fna,trichoderma_rossicum_m135_v1_0,mycocosm
trichoderma_pleuroti,trichoderma_pleuroti_tphu1_genomic.fna,trichoderma_pleuroti_tphu1_cds.fna,trichoderma_pleuroti_tphu1,mycocosm
trichoderma_parepimyces,trichoderma_parepimyces_cbs_122769_v1_0_genomic.fna,trichoderma_parepimyces_cbs_122769_v1_0_cds.fna,trichoderma_parepimyces_cbs_122769_v1_0,mycocosm
trichoderma_novae,trichoderma_novae_zelandiae_cbs_472_97_v1_0_genomic.fna,trichoderma_novae_zelandiae_cbs_472_97_v1_0_cds.fna,trichoderma_novae_zelandiae_cbs_472_97_v1_0,mycocosm
trichoderma_minutisporum,trichoderma_minutisporum_daom_175931_v1_0_genomic.fna,trichoderma_minutisporum_daom_175931_v1_0_cds.fna,trichoderma_minutisporum_daom_175931_v1_0,mycocosm
trichoderma_lanuginosum,trichoderma_lanuginosum_cbs_125718_v1_0_genomic.fna,trichoderma_lanuginosum_cbs_125718_v1_0_cds.fna,trichoderma_lanuginosum_cbs_125718_v1_0,mycocosm
trichoderma_konilangbra,trichoderma_konilangbra_cbs_100808_v1_0_genomic.fna,trichoderma_konilangbra_cbs_100808_v1_0_cds.fna,trichoderma_konilangbra_cbs_100808_v1_0,mycocosm
trichoderma_ivoriense,trichoderma_ivoriense_cbs_125734_v1_0_genomic.fna,trichoderma_ivoriense_cbs_125734_v1_0_cds.fna,trichoderma_ivoriense_cbs_125734_v1_0,mycocosm
trichoderma_intricatum,trichoderma_intricatum_cbs_119059_v1_0_genomic.fna,trichoderma_intricatum_cbs_119059_v1_0_cds.fna,trichoderma_intricatum_cbs_119059_v1_0,mycocosm
trichoderma_inhamatum,trichoderma_inhamatum_cbs_273_78_v1_0_genomic.fna,trichoderma_inhamatum_cbs_273_78_v1_0_cds.fna,trichoderma_inhamatum_cbs_273_78_v1_0,mycocosm
trichoderma_helicum,trichoderma_helicum_daom_230021_v1_0_genomic.fna,trichoderma_helicum_daom_230021_v1_0_cds.fna,trichoderma_helicum_daom_230021_v1_0,mycocosm
trichoderma_helicolixii,trichoderma_helicolixii_cbs_133499_v1_0_genomic.fna,trichoderma_helicolixii_cbs_133499_v1_0_cds.fna,trichoderma_helicolixii_cbs_133499_v1_0,mycocosm
trichoderma_hamatum,trichoderma_hamatum_gd12_genomic.fna,trichoderma_hamatum_gd12_cds.fna,trichoderma_hamatum_gd12,mycocosm
trichoderma_gracile,trichoderma_gracile_cbs130714_v1_0_genomic.fna,trichoderma_gracile_cbs130714_v1_0_cds.fna,trichoderma_gracile_cbs130714_v1_0,mycocosm
trichoderma_gillesii,trichoderma_gillesii_cbs130435_v1_0_genomic.fna,trichoderma_gillesii_cbs130435_v1_0_cds.fna,trichoderma_gillesii_cbs130435_v1_0,mycocosm
trichoderma_ghanense,trichoderma_ghanense_cbs_259_85_v1_0_genomic.fna,trichoderma_ghanense_cbs_259_85_v1_0_cds.fna,trichoderma_ghanense_cbs_259_85_v1_0,mycocosm
trichoderma_floccosum,trichoderma_floccosum_cbs_124372_v1_0_genomic.fna,trichoderma_floccosum_cbs_124372_v1_0_cds.fna,trichoderma_floccosum_cbs_124372_v1_0,mycocosm
trichoderma_flagellatum,trichoderma_flagellatum_szmc_28003_v1_0_genomic.fna,trichoderma_flagellatum_szmc_28003_v1_0_cds.fna,trichoderma_flagellatum_szmc_28003_v1_0,mycocosm
trichoderma_fertile,trichoderma_fertile_cbs_339_93_v1_0_genomic.fna,trichoderma_fertile_cbs_339_93_v1_0_cds.fna,trichoderma_fertile_cbs_339_93_v1_0,mycocosm
trichoderma_evansii,trichoderma_evansii_szmc_28006_v1_0_genomic.fna,trichoderma_evansii_szmc_28006_v1_0_cds.fna,trichoderma_evansii_szmc_28006_v1_0,mycocosm
trichoderma_europaeum,trichoderma_europaeum_cbs_121276_v1_0_genomic.fna,trichoderma_europaeum_cbs_121276_v1_0_cds.fna,trichoderma_europaeum_cbs_121276_v1_0,mycocosm
trichoderma_endophyticum,trichoderma_endophyticum_szmc_28010_v1_0_genomic.fna,trichoderma_endophyticum_szmc_28010_v1_0_cds.fna,trichoderma_endophyticum_szmc_28010_v1_0,mycocosm
trichoderma_eijii,trichoderma_eijii_cbs_133190_v1_0_genomic.fna,trichoderma_eijii_cbs_133190_v1_0_cds.fna,trichoderma_eijii_cbs_133190_v1_0,mycocosm
trichoderma_effusum,trichoderma_effusum_daom_230007_v1_0_genomic.fna,trichoderma_effusum_daom_230007_v1_0_cds.fna,trichoderma_effusum_daom_230007_v1_0,mycocosm
trichoderma_cremeoides,trichoderma_cremeoides_cbs_131486_v1_0_genomic.fna,trichoderma_cremeoides_cbs_131486_v1_0_cds.fna,trichoderma_cremeoides_cbs_131486_v1_0,mycocosm
trichoderma_crassum,trichoderma_crassum_cbs_336_93_v1_0_genomic.fna,trichoderma_crassum_cbs_336_93_v1_0_cds.fna,trichoderma_crassum_cbs_336_93_v1_0,mycocosm
trichoderma_compactum,trichoderma_compactum_cbs121218_v1_0_genomic.fna,trichoderma_compactum_cbs121218_v1_0_cds.fna,trichoderma_compactum_cbs121218_v1_0,mycocosm
trichoderma_chlorosporum,trichoderma_chlorosporum_cbs114231_v1_0_genomic.fna,trichoderma_chlorosporum_cbs114231_v1_0_cds.fna,trichoderma_chlorosporum_cbs114231_v1_0,mycocosm
trichoderma_cerinum,trichoderma_cerinum_szmc_28002_v1_0_genomic.fna,trichoderma_cerinum_szmc_28002_v1_0_cds.fna,trichoderma_cerinum_szmc_28002_v1_0,mycocosm
trichoderma_ceramicum,trichoderma_ceramicum_cbs114576_v1_0_genomic.fna,trichoderma_ceramicum_cbs114576_v1_0_cds.fna,trichoderma_ceramicum_cbs114576_v1_0,mycocosm
trichoderma_ceciliae,trichoderma_ceciliae_cbs130010_v1_0_genomic.fna,trichoderma_ceciliae_cbs130010_v1_0_cds.fna,trichoderma_ceciliae_cbs130010_v1_0,mycocosm
trichoderma_catoptron,trichoderma_catoptron_cbs114232_v1_0_genomic.fna,trichoderma_catoptron_cbs114232_v1_0_cds.fna,trichoderma_catoptron_cbs114232_v1_0,mycocosm
trichoderma_capillare,trichoderma_capillare_cbs130629_v1_0_genomic.fna,trichoderma_capillare_cbs130629_v1_0_cds.fna,trichoderma_capillare_cbs130629_v1_0,mycocosm
trichoderma_camerunense,trichoderma_camerunense_cbs_138272_v1_0_genomic.fna,trichoderma_camerunense_cbs_138272_v1_0_cds.fna,trichoderma_camerunense_cbs_138272_v1_0,mycocosm
trichoderma_caesareum,trichoderma_caesareum_cbs_124369_v1_0_genomic.fna,trichoderma_caesareum_cbs_124369_v1_0_cds.fna,trichoderma_caesareum_cbs_124369_v1_0,mycocosm
trichoderma_brevicompactum,trichoderma_brevicompactum_szmc_28004_v1_0_genomic.fna,trichoderma_brevicompactum_szmc_28004_v1_0_cds.fna,trichoderma_brevicompactum_szmc_28004_v1_0,mycocosm
trichoderma_barbatum,trichoderma_barbatum_cbs125733_v1_0_genomic.fna,trichoderma_barbatum_cbs125733_v1_0_cds.fna,trichoderma_barbatum_cbs125733_v1_0,mycocosm
trichoderma_austrokoningii,trichoderma_austrokoningii_cbs119092_v1_0_genomic.fna,trichoderma_austrokoningii_cbs119092_v1_0_cds.fna,trichoderma_austrokoningii_cbs119092_v1_0,mycocosm
trichoderma_atrobrunneum,trichoderma_atrobrunneum_item_908_genomic.fna,trichoderma_atrobrunneum_item_908_cds.fna,trichoderma_atrobrunneum_item_908,mycocosm
trichoderma_amazonicum,trichoderma_amazonicum_szmc_28009_genomic.fna,trichoderma_amazonicum_szmc_28009_cds.fna,trichoderma_amazonicum_szmc_28009,mycocosm
trichoderma_alni,trichoderma_alni_szmc_28000_v1_0_genomic.fna,trichoderma_alni_szmc_28000_v1_0_cds.fna,trichoderma_alni_szmc_28000_v1_0,mycocosm
trichoderma_aggressivum,trichoderma_aggressivum_szmc_3109_v1_0_genomic.fna,trichoderma_aggressivum_szmc_3109_v1_0_cds.fna,trichoderma_aggressivum_szmc_3109_v1_0,mycocosm
trichoderma_afarasin,trichoderma_afarasin_cbs130755_v1_0_genomic.fna,trichoderma_afarasin_cbs130755_v1_0_cds.fna,trichoderma_afarasin_cbs130755_v1_0,mycocosm
trichoderma_aethiopicum,trichoderma_aethiopicum_cbs130628_v1_0_genomic.fna,trichoderma_aethiopicum_cbs130628_v1_0_cds.fna,trichoderma_aethiopicum_cbs130628_v1_0,mycocosm
trichocoma_paradoxa,trichocoma_paradoxa_cbs_103_73_v1_0_genomic.fna,trichocoma_paradoxa_cbs_103_73_v1_0_cds.fna,trichocoma_paradoxa_cbs_103_73_v1_0,mycocosm
trichocladium_griseum,trichocladium_griseum_var_thermoidea_ufv_genomic.fna,trichocladium_griseum_var_thermoidea_ufv_cds.fna,trichocladium_griseum_var_thermoidea_ufv,mycocosm
trichocladium_antarcticum,trichocladium_antarcticum_cbs_123565_v1_0_genomic.fna,trichocladium_antarcticum_cbs_123565_v1_0_cds.fna,trichocladium_antarcticum_cbs_123565_v1_0,mycocosm
tricharina_praecox,tricharina_praecox_cbs_144465_v1_0_genomic.fna,tricharina_praecox_cbs_144465_v1_0_cds.fna,tricharina_praecox_cbs_144465_v1_0,mycocosm
tricharina_aff,tricharina_aff_praecox_dob1048_v1_0_genomic.fna,tricharina_aff_praecox_dob1048_v1_0_cds.fna,tricharina_aff_praecox_dob1048_v1_0,mycocosm
trichaptum_abietinum,trichaptum_abietinum_l_15831_v1_0_genomic.fna,trichaptum_abietinum_l_15831_v1_0_cds.fna,trichaptum_abietinum_l_15831_v1_0,mycocosm
trametes_polyzona,trametes_polyzona_cirm_brfm_1798_v1_0_genomic.fna,trametes_polyzona_cirm_brfm_1798_v1_0_cds.fna,trametes_polyzona_cirm_brfm_1798_v1_0,mycocosm
trametes_meyenii,trametes_meyenii_cirm_brfm_1810_v1_0_genomic.fna,trametes_meyenii_cirm_brfm_1810_v1_0_cds.fna,trametes_meyenii_cirm_brfm_1810_v1_0,mycocosm
trametes_maxima,trametes_maxima_cirm_brfm_1813_v1_0_genomic.fna,trametes_maxima_cirm_brfm_1813_v1_0_cds.fna,trametes_maxima_cirm_brfm_1813_v1_0,mycocosm
trametes_ljubarskyi,trametes_ljubarskyi_cirm_brfm_1659_v1_0_genomic.fna,trametes_ljubarskyi_cirm_brfm_1659_v1_0_cds.fna,trametes_ljubarskyi_cirm_brfm_1659_v1_0,mycocosm
trametes_gibbosa,trametes_gibbosa_cirm_brfm_1770_v1_0_genomic.fna,trametes_gibbosa_cirm_brfm_1770_v1_0_cds.fna,trametes_gibbosa_cirm_brfm_1770_v1_0,mycocosm
trametes_betulina,trametes_betulina_cirm_brfm_1801_v1_0_genomic.fna,trametes_betulina_cirm_brfm_1801_v1_0_cds.fna,trametes_betulina_cirm_brfm_1801_v1_0,mycocosm
torpedospora_radiata,torpedospora_radiata_jk5252c_v1_0_genomic.fna,torpedospora_radiata_jk5252c_v1_0_cds.fna,torpedospora_radiata_jk5252c_v1_0,mycocosm
tolypocladium_inflatum,tolypocladium_inflatum_nrrl_8044_genomic.fna,tolypocladium_inflatum_nrrl_8044_cds.fna,tolypocladium_inflatum_nrrl_8044,mycocosm
tirmania_nivea,tirmania_nivea_g3_v1_0_genomic.fna,tirmania_nivea_g3_v1_0_cds.fna,tirmania_nivea_g3_v1_0,mycocosm
tilletiopsis_sp,tilletiopsis_sp_tkc30_v1_0_genomic.fna,tilletiopsis_sp_tkc30_v1_0_cds.fna,tilletiopsis_sp_tkc30_v1_0,mycocosm
tilletiopsis_albescens,tilletiopsis_albescens_v1_0_genomic.fna,tilletiopsis_albescens_v1_0_cds.fna,tilletiopsis_albescens_v1_0,mycocosm
tilletia_indica,tilletia_indica_daom_236416_genomic.fna,tilletia_indica_daom_236416_cds.fna,tilletia_indica_daom_236416,mycocosm
tilletia_controversa,tilletia_controversa_daom_236426_genomic.fna,tilletia_controversa_daom_236426_cds.fna,tilletia_controversa_daom_236426,mycocosm
tilletia_caries,tilletia_caries_daom_238032_genomic.fna,tilletia_caries_daom_238032_cds.fna,tilletia_caries_daom_238032,mycocosm
thielavia_terrestris,thielavia_terrestris_v2_0_genomic.fna,thielavia_terrestris_v2_0_cds.fna,thielavia_terrestris_v2_0,mycocosm
thermothelomyces_myriococcoides,thermothelomyces_myriococcoides_cbs_39893_genomic.fna,thermothelomyces_myriococcoides_cbs_39893_cds.fna,thermothelomyces_myriococcoides_cbs_39893,mycocosm
thermothelomyces_hinnuleus,thermothelomyces_hinnuleus_atcc_52474_genomic.fna,thermothelomyces_hinnuleus_atcc_52474_cds.fna,thermothelomyces_hinnuleus_atcc_52474,mycocosm
thermothelomyces_fergusii,thermothelomyces_fergusii_cbs_405_69_genomic.fna,thermothelomyces_fergusii_cbs_405_69_cds.fna,thermothelomyces_fergusii_cbs_405_69,mycocosm
thermomyces_stellatus,thermomyces_stellatus_cbs_21464_genomic.fna,thermomyces_stellatus_cbs_21464_cds.fna,thermomyces_stellatus_cbs_21464,mycocosm
thermomyces_lanuginosus,thermomyces_lanuginosus_ssbp_genomic.fna,thermomyces_lanuginosus_ssbp_cds.fna,thermomyces_lanuginosus_ssbp,mycocosm
thermomyces_dupontii,thermomyces_dupontii_nrrl_2155_genomic.fna,thermomyces_dupontii_nrrl_2155_cds.fna,thermomyces_dupontii_nrrl_2155,mycocosm
thermocarpiscus_australiensis,thermocarpiscus_australiensis_atcc_28236_genomic.fna,thermocarpiscus_australiensis_atcc_28236_cds.fna,thermocarpiscus_australiensis_atcc_28236,mycocosm
thermoascus_thermophilus,thermoascus_thermophilus_atcc_26413_genomic.fna,thermoascus_thermophilus_atcc_26413_cds.fna,thermoascus_thermophilus_atcc_26413,mycocosm
thermoascus_crustaceus,thermoascus_crustaceus_cbs_18167_genomic.fna,thermoascus_crustaceus_cbs_18167_cds.fna,thermoascus_crustaceus_cbs_18167,mycocosm
thermoascus_aurantiacus,thermoascus_aurantiacus_atcc26904_v2_0_genomic.fna,thermoascus_aurantiacus_atcc26904_v2_0_cds.fna,thermoascus_aurantiacus_atcc26904_v2_0,mycocosm
thelephora_terrestris,thelephora_terrestris_uh_tt_lm1_v1_0_genomic.fna,thelephora_terrestris_uh_tt_lm1_v1_0_cds.fna,thelephora_terrestris_uh_tt_lm1_v1_0,mycocosm
thelebolus_stercoreus,thelebolus_stercoreus_genomic.fna,thelebolus_stercoreus_cds.fna,thelebolus_stercoreus,mycocosm
thelebolus_microsporus,thelebolus_microsporus_atcc_90970_v1_0_genomic.fna,thelebolus_microsporus_atcc_90970_v1_0_cds.fna,thelebolus_microsporus_atcc_90970_v1_0,mycocosm
thelebolus_globosus,thelebolus_globosus_unipampa015_v1_0_genomic.fna,thelebolus_globosus_unipampa015_v1_0_cds.fna,thelebolus_globosus_unipampa015_v1_0,mycocosm
thanatephorus_cucumeris,thanatephorus_cucumeris_mpi_sdfr_at_0096_v1_0_genomic.fna,thanatephorus_cucumeris_mpi_sdfr_at_0096_v1_0_cds.fna,thanatephorus_cucumeris_mpi_sdfr_at_0096_v1_0,mycocosm
thamnidium_elegans,thamnidium_elegans_v1_0_genomic.fna,thamnidium_elegans_v1_0_cds.fna,thamnidium_elegans_v1_0,mycocosm
terfezia_claveryi,terfezia_claveryi_t7_v1_0_genomic.fna,terfezia_claveryi_t7_v1_0_cds.fna,terfezia_claveryi_t7_v1_0,mycocosm
teratosphaeriaceae_sp,teratosphaeriaceae_sp_nc1134_v1_0_genomic.fna,teratosphaeriaceae_sp_nc1134_v1_0_cds.fna,teratosphaeriaceae_sp_nc1134_v1_0,mycocosm
teichospora_sp,teichospora_sp_fl1471_v1_0_genomic.fna,teichospora_sp_fl1471_v1_0_cds.fna,teichospora_sp_fl1471_v1_0,mycocosm
taphrina_populi,taphrina_populi_salicis_cbs419_54_v1_0_genomic.fna,taphrina_populi_salicis_cbs419_54_v1_0_cds.fna,taphrina_populi_salicis_cbs419_54_v1_0,mycocosm
talaromyces_sp,talaromyces_sp_hc1_v1_0_genomic.fna,talaromyces_sp_hc1_v1_0_cds.fna,talaromyces_sp_hc1_v1_0,mycocosm
talaromyces_proteolyticus,talaromyces_proteolyticus_pmi_201_v1_0_genomic.fna,talaromyces_proteolyticus_pmi_201_v1_0_cds.fna,talaromyces_proteolyticus_pmi_201_v1_0,mycocosm
talaromyces_aculeatus,talaromyces_aculeatus_atcc_10409_v1_0_genomic.fna,talaromyces_aculeatus_atcc_10409_v1_0_cds.fna,talaromyces_aculeatus_atcc_10409_v1_0,mycocosm
syncephalis_plumigaleata,syncephalis_plumigaleata_nrrl_s24_v1_0_genomic.fna,syncephalis_plumigaleata_nrrl_s24_v1_0_cds.fna,syncephalis_plumigaleata_nrrl_s24_v1_0,mycocosm
syncephalis_fuscata,syncephalis_fuscata_s228_v1_0_genomic.fna,syncephalis_fuscata_s228_v1_0_cds.fna,syncephalis_fuscata_s228_v1_0,mycocosm
sympodiomyces_attinorum,sympodiomyces_attinorum_nrrl_y_27639_v1_0_genomic.fna,sympodiomyces_attinorum_nrrl_y_27639_v1_0_cds.fna,sympodiomyces_attinorum_nrrl_y_27639_v1_0,mycocosm
symbiotaphrina_kochii,symbiotaphrina_kochii_v1_0_genomic.fna,symbiotaphrina_kochii_v1_0_cds.fna,symbiotaphrina_kochii_v1_0,mycocosm
suillus_viscidus,suillus_viscidus_s02_v2_0_genomic.fna,suillus_viscidus_s02_v2_0_cds.fna,suillus_viscidus_s02_v2_0,mycocosm
suillus_variegatus,suillus_variegatus_uh_sva_z1_v1_0_genomic.fna,suillus_variegatus_uh_sva_z1_v1_0_cds.fna,suillus_variegatus_uh_sva_z1_v1_0,mycocosm
suillus_tomentosus,suillus_tomentosus_fc115_v1_0_genomic.fna,suillus_tomentosus_fc115_v1_0_cds.fna,suillus_tomentosus_fc115_v1_0,mycocosm
suillus_subaureus,suillus_subaureus_mn1_v1_0_genomic.fna,suillus_subaureus_mn1_v1_0_cds.fna,suillus_subaureus_mn1_v1_0,mycocosm
suillus_subalutaceus,suillus_subalutaceus_fc151_v1_0_genomic.fna,suillus_subalutaceus_fc151_v1_0_cds.fna,suillus_subalutaceus_fc151_v1_0,mycocosm
suillus_spraguei,suillus_spraguei_em44_v1_0_genomic.fna,suillus_spraguei_em44_v1_0_cds.fna,suillus_spraguei_em44_v1_0,mycocosm
suillus_sp,suillus_sp_nov_fc429_v1_0_genomic.fna,suillus_sp_nov_fc429_v1_0_cds.fna,suillus_sp_nov_fc429_v1_0,mycocosm
suillus_quiescens,suillus_quiescens_fc198_v1_0_genomic.fna,suillus_quiescens_fc198_v1_0_cds.fna,suillus_quiescens_fc198_v1_0,mycocosm
suillus_pungens,suillus_pungens_fc27_v1_0_genomic.fna,suillus_pungens_fc27_v1_0_cds.fna,suillus_pungens_fc27_v1_0,mycocosm
suillus_punctipes,suillus_punctipes_fc325_v1_0_genomic.fna,suillus_punctipes_fc325_v1_0_cds.fna,suillus_punctipes_fc325_v1_0,mycocosm
suillus_pseudogranulatus,suillus_pseudogranulatus_fc45_v1_0_genomic.fna,suillus_pseudogranulatus_fc45_v1_0_cds.fna,suillus_pseudogranulatus_fc45_v1_0,mycocosm
suillus_plorans,suillus_plorans_s12_v1_0_genomic.fna,suillus_plorans_s12_v1_0_cds.fna,suillus_plorans_s12_v1_0,mycocosm
suillus_placidus,suillus_placidus_s07_v1_0_genomic.fna,suillus_placidus_s07_v1_0_cds.fna,suillus_placidus_s07_v1_0,mycocosm
suillus_paluster,suillus_paluster_fc165_v1_0_genomic.fna,suillus_paluster_fc165_v1_0_cds.fna,suillus_paluster_fc165_v1_0,mycocosm
suillus_ochraceoroseus,suillus_ochraceoroseus_fc498_v1_0_genomic.fna,suillus_ochraceoroseus_fc498_v1_0_cds.fna,suillus_ochraceoroseus_fc498_v1_0,mycocosm
suillus_occidentalis,suillus_occidentalis_fc124_v1_0_genomic.fna,suillus_occidentalis_fc124_v1_0_cds.fna,suillus_occidentalis_fc124_v1_0,mycocosm
suillus_lakei,suillus_lakei_fc43_v1_0_genomic.fna,suillus_lakei_fc43_v1_0_cds.fna,suillus_lakei_fc43_v1_0,mycocosm
suillus_kaibabensis,suillus_kaibabensis_fc96_v2_0_genomic.fna,suillus_kaibabensis_fc96_v2_0_cds.fna,suillus_kaibabensis_fc96_v2_0,mycocosm
suillus_grisellus,suillus_grisellus_fc184_v1_0_genomic.fna,suillus_grisellus_fc184_v1_0_cds.fna,suillus_grisellus_fc184_v1_0,mycocosm
suillus_fuscotomentosus,suillus_fuscotomentosus_fc203_v1_0_genomic.fna,suillus_fuscotomentosus_fc203_v1_0_cds.fna,suillus_fuscotomentosus_fc203_v1_0,mycocosm
suillus_elbensis,suillus_elbensis_fc64_v1_0_genomic.fna,suillus_elbensis_fc64_v1_0_cds.fna,suillus_elbensis_fc64_v1_0,mycocosm
suillus_discolor,suillus_discolor_fc423_v1_0_genomic.fna,suillus_discolor_fc423_v1_0_cds.fna,suillus_discolor_fc423_v1_0,mycocosm
suillus_cothurnatus,suillus_cothurnatus_vc_1858_v1_0_genomic.fna,suillus_cothurnatus_vc_1858_v1_0_cds.fna,suillus_cothurnatus_vc_1858_v1_0,mycocosm
suillus_collinitus,suillus_collinitus_s28_v1_0_genomic.fna,suillus_collinitus_s28_v1_0_cds.fna,suillus_collinitus_s28_v1_0,mycocosm
suillus_clintonianus,suillus_clintonianus_fc179_v1_0_genomic.fna,suillus_clintonianus_fc179_v1_0_cds.fna,suillus_clintonianus_fc179_v1_0,mycocosm
suillus_cf,suillus_cf_variegatus_fc465_v1_0_genomic.fna,suillus_cf_variegatus_fc465_v1_0_cds.fna,suillus_cf_variegatus_fc465_v1_0,mycocosm
suillus_bovinus,suillus_bovinus_uh_sbo_p2_v1_0_genomic.fna,suillus_bovinus_uh_sbo_p2_v1_0_cds.fna,suillus_bovinus_uh_sbo_p2_v1_0,mycocosm
suillus_ampliporus,suillus_ampliporus_fc55_v1_0_genomic.fna,suillus_ampliporus_fc55_v1_0_cds.fna,suillus_ampliporus_fc55_v1_0,mycocosm
sugiyamaella_americana,sugiyamaella_americana_nrrl_yb_2067_v1_0_genomic.fna,sugiyamaella_americana_nrrl_yb_2067_v1_0_cds.fna,sugiyamaella_americana_nrrl_yb_2067_v1_0,mycocosm
stomiopeltis_betulae,stomiopeltis_betulae_cbs114420_v1_0_genomic.fna,stomiopeltis_betulae_cbs114420_v1_0_cds.fna,stomiopeltis_betulae_cbs114420_v1_0,mycocosm
sterigmatosporidium_polymorphum,sterigmatosporidium_polymorphum_ucdfst_82_13_v1_0_genomic.fna,sterigmatosporidium_polymorphum_ucdfst_82_13_v1_0_cds.fna,sterigmatosporidium_polymorphum_ucdfst_82_13_v1_0,mycocosm
starmerella_floricola,starmerella_floricola_cf1_v2_0_genomic.fna,starmerella_floricola_cf1_v2_0_cds.fna,starmerella_floricola_cf1_v2_0,mycocosm
starmerella_bombicola,starmerella_bombicola_sb1_v1_0_genomic.fna,starmerella_bombicola_sb1_v1_0_cds.fna,starmerella_bombicola_sb1_v1_0,mycocosm
stanjemonium_grisellum,stanjemonium_grisellum_cbs_655_79_v1_0_genomic.fna,stanjemonium_grisellum_cbs_655_79_v1_0_cds.fna,stanjemonium_grisellum_cbs_655_79_v1_0,mycocosm
