"GFF Download Link","Organellar genome(s)","VEuPathDB Project","Chromosomes","Supercontigs","Contigs","Available for community annotation","Genome Source","Genome Version/Assembly ID","Mega base Pairs","Structural Annotation Source","Structural Annotation Version","Is Reference Strain","Organism","Species","Species NCBI taxon ID","Strain","Strain NCBI taxon ID","Genome Fasta Download Link","Protein Fasta Download Link","ChIP chip","EC#","ESTs","Genes","GO terms","Microarray","Non Protein coding genes","Orthologs","Popset Sequences","Protein coding genes","Proteomics","Pseudogenes","RNA Seq","RT-PCR","SNPs","TFBS","User comments"
"http://FungiDB.org/common/downloads/Current_Release/NgypseaCBS118893/gff/data/FungiDB-64_NgypseaCBS118893.gff","yes","FungiDB","0","18","0","Apollo","INSDC","GCA_000150975.2","   23.27","GenBank","Jul 26, 2016","yes","Nannizzia gypsea CBS 118893","Nannizzia gypsea","63402","CBS 118893","535722","http://FungiDB.org/common/downloads/Current_Release/NgypseaCBS118893/fasta/data/FungiDB-64_NgypseaCBS118893_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/NgypseaCBS118893/fasta/data/FungiDB-64_NgypseaCBS118893_AnnotatedProteins.fasta","N/A","955","N/A","9029","6004","N/A","108","8921","982","8921","N/A","0","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/HcapsulatumH88/gff/data/FungiDB-64_HcapsulatumH88.gff","yes","FungiDB","6","0","0","N/A","GenBank","GCA_017310615.1","   38.00","GenBank","Mar 09, 2021","no","Histoplasma capsulatum H88","Histoplasma capsulatum","5037","H88","544711","http://FungiDB.org/common/downloads/Current_Release/HcapsulatumH88/fasta/data/FungiDB-64_HcapsulatumH88_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/HcapsulatumH88/fasta/data/FungiDB-64_HcapsulatumH88_AnnotatedProteins.fasta","N/A","794","3844","12289","5468","N/A","2977","9312","2851","9312","N/A","0","12289","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/HcapsulatumH143/gff/data/FungiDB-64_HcapsulatumH143.gff","yes","FungiDB","0","48","0","N/A","GenBank","GCA_000151035.1","   38.96","GenBank","Jul 24, 2016","no","Histoplasma capsulatum H143","Histoplasma capsulatum","5037","H143","544712","http://FungiDB.org/common/downloads/Current_Release/HcapsulatumH143/fasta/data/FungiDB-64_HcapsulatumH143_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/HcapsulatumH143/fasta/data/FungiDB-64_HcapsulatumH143_AnnotatedProteins.fasta","N/A","996","N/A","9796","5461","N/A","249","9547","1718","9547","N/A","0","9796","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/McanisCBS113480/gff/data/FungiDB-64_McanisCBS113480.gff","yes","FungiDB","0","16","0","Apollo","INSDC","GCA_000151145.1","   23.26","GenBank","Jul 26, 2016","yes","Microsporum canis CBS 113480","Microsporum canis","63405","CBS 113480","554155","http://FungiDB.org/common/downloads/Current_Release/McanisCBS113480/fasta/data/FungiDB-64_McanisCBS113480_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/McanisCBS113480/fasta/data/FungiDB-64_McanisCBS113480_AnnotatedProteins.fasta","N/A","944","N/A","8847","6036","N/A","82","8765","5881","8765","N/A","1","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/ScerevisiaeS288C/gff/data/FungiDB-64_ScerevisiaeS288C.gff","yes","FungiDB","16","0","0","N/A","GenBank","GCA_000146045.2","   12.16","SGD","Jul 12, 2013","yes","Saccharomyces cerevisiae S288C","Saccharomyces cerevisiae","4932","S288C","559292","http://FungiDB.org/common/downloads/Current_Release/ScerevisiaeS288C/fasta/data/FungiDB-64_ScerevisiaeS288C_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/ScerevisiaeS288C/fasta/data/FungiDB-64_ScerevisiaeS288C_AnnotatedProteins.fasta","N/A","1776","3896","6350","5907","5560","443","5907","94936","5907","N/A","18","6350","N/A","N/A","N/A","7"
"http://FungiDB.org/common/downloads/Current_Release/BdermatitidisER-3/gff/data/FungiDB-64_BdermatitidisER-3.gff","yes","FungiDB","0","25","0","Apollo","INSDC","GCA_000003525.2","   66.61","GenBank","Jun 02, 2016","yes","Blastomyces dermatitidis ER-3","Blastomyces dermatitidis","5039","ER-3","559297","http://FungiDB.org/common/downloads/Current_Release/BdermatitidisER-3/fasta/data/FungiDB-64_BdermatitidisER-3_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/BdermatitidisER-3/fasta/data/FungiDB-64_BdermatitidisER-3_AnnotatedProteins.fasta","N/A","1092","N/A","10081","5730","N/A","326","9755","859","9755","N/A","194","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/BgilchristiiSLH14081/gff/data/FungiDB-64_BgilchristiiSLH14081.gff","yes","FungiDB","0","100","0","Apollo","INSDC","GCA_000003855.2","   75.40","GenBank","Jun 02, 2016","yes","Blastomyces gilchristii SLH14081","Blastomyces gilchristii","1681229","SLH14081","559298","http://FungiDB.org/common/downloads/Current_Release/BgilchristiiSLH14081/fasta/data/FungiDB-64_BgilchristiiSLH14081_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/BgilchristiiSLH14081/fasta/data/FungiDB-64_BgilchristiiSLH14081_AnnotatedProteins.fasta","N/A","1091","N/A","10148","5806","N/A","456","9692","840","9692","N/A","306","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/TrubrumCBS118892/gff/data/FungiDB-64_TrubrumCBS118892.gff","yes","FungiDB","0","35","0","Apollo","INSDC","GCA_000151425.1","   22.53","GenBank","Mar 12, 2015","yes","Trichophyton rubrum CBS 118892","Trichophyton rubrum","5551","CBS 118892","559305","http://FungiDB.org/common/downloads/Current_Release/TrubrumCBS118892/fasta/data/FungiDB-64_TrubrumCBS118892_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/TrubrumCBS118892/fasta/data/FungiDB-64_TrubrumCBS118892_AnnotatedProteins.fasta","N/A","847","5744","8713","5536","N/A","97","8616","8034","8616","N/A","1","8713","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/HarabidopsidisEmoy2/gff/data/FungiDB-64_HarabidopsidisEmoy2.gff","no","FungiDB","0","3044","0","Apollo","GenBank","GCA_000173235.2","   78.90","Ensembl","Mar 02, 2016","yes","Hyaloperonospora arabidopsidis Emoy2","Hyaloperonospora arabidopsidis","272952","Emoy2","559515","http://FungiDB.org/common/downloads/Current_Release/HarabidopsidisEmoy2/fasta/data/FungiDB-64_HarabidopsidisEmoy2_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/HarabidopsidisEmoy2/fasta/data/FungiDB-64_HarabidopsidisEmoy2_AnnotatedProteins.fasta","N/A","1029","N/A","14267","6179","N/A","285","13982","564","13982","N/A","0","14267","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/TequinumCBS127.97/gff/data/FungiDB-64_TequinumCBS127.97.gff","yes","FungiDB","0","123","0","Apollo","INSDC","GCA_000151175.1","   24.16","GenBank","Jul 26, 2016","yes","Trichophyton equinum CBS 127.97","Trichophyton equinum","63418","CBS 127.97","559882","http://FungiDB.org/common/downloads/Current_Release/TequinumCBS127.97/fasta/data/FungiDB-64_TequinumCBS127.97_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/TequinumCBS127.97/fasta/data/FungiDB-64_TequinumCBS127.97_AnnotatedProteins.fasta","N/A","870","N/A","8785","5720","N/A","109","8676","14210","8676","N/A","6","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/TthermophilusATCC42464/gff/data/FungiDB-64_TthermophilusATCC42464.gff","no","FungiDB","7","0","0","Apollo","INSDC","GCA_000226095.1","   38.74","GenBank","Sep 02, 2014","yes","Thermothelomyces thermophilus ATCC 42464","Thermothelomyces thermophilus","78579","ATCC 42464","573729","http://FungiDB.org/common/downloads/Current_Release/TthermophilusATCC42464/fasta/data/FungiDB-64_TthermophilusATCC42464_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/TthermophilusATCC42464/fasta/data/FungiDB-64_TthermophilusATCC42464_AnnotatedProteins.fasta","N/A","1189","4396","9292","6070","N/A","195","9097","94","9097","N/A","3","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/CdubliniensisCD36/gff/data/FungiDB-64_CdubliniensisCD36.gff","no","FungiDB","8","0","0","Apollo","INSDC","GCA_000026945.1","   14.62","GenBank","Feb 27, 2015","yes","Candida dubliniensis CD36","Candida dubliniensis","42374","CD36","573826","http://FungiDB.org/common/downloads/Current_Release/CdubliniensisCD36/fasta/data/FungiDB-64_CdubliniensisCD36_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/CdubliniensisCD36/fasta/data/FungiDB-64_CdubliniensisCD36_AnnotatedProteins.fasta","N/A","1415","N/A","6095","4638","N/A","235","5860","10905","5860","N/A","123","6095","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/CparapsilosisCDC317/gff/data/FungiDB-64_CparapsilosisCDC317.gff","yes","FungiDB","8","0","0","Apollo","GenBank","GCA_000182765.2","   13.03","CGD","s01-m03-r30","yes","Candida parapsilosis CDC317","Candida parapsilosis","5480","CDC317","578454","http://FungiDB.org/common/downloads/Current_Release/CparapsilosisCDC317/fasta/data/FungiDB-64_CparapsilosisCDC317_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/CparapsilosisCDC317/fasta/data/FungiDB-64_CparapsilosisCDC317_AnnotatedProteins.fasta","N/A","936","N/A","5984","5837","N/A","147","5837","20358","5837","N/A","26","5984","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/TmesentericaDSM1558/gff/data/FungiDB-64_TmesentericaDSM1558.gff","no","FungiDB","0","45","0","Apollo","GenBank","GCA_000271645.1","   28.64","GenBank","Mar 18, 2015","yes","Tremella mesenterica DSM 1558","Tremella mesenterica","5217","DSM 1558","578456","http://FungiDB.org/common/downloads/Current_Release/TmesentericaDSM1558/fasta/data/FungiDB-64_TmesentericaDSM1558_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/TmesentericaDSM1558/fasta/data/FungiDB-64_TmesentericaDSM1558_AnnotatedProteins.fasta","N/A","556","2720","8309","4088","N/A","1","8308","529","8308","N/A","1","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/ScommuneH4-8/gff/data/FungiDB-64_ScommuneH4-8.gff","no","FungiDB","0","25","0","Apollo","INSDC","GCA_000143185.2","   38.67","GenBank","Aug 05, 2022","yes","Schizophyllum commune H4-8","Schizophyllum commune","5334","H4-8","578458","http://FungiDB.org/common/downloads/Current_Release/ScommuneH4-8/fasta/data/FungiDB-64_ScommuneH4-8_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/ScommuneH4-8/fasta/data/FungiDB-64_ScommuneH4-8_AnnotatedProteins.fasta","N/A","7","6357","16467","7403","N/A","280","16187","165","16187","N/A","1","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/AmacrogynusATCC38327/gff/data/FungiDB-64_AmacrogynusATCC38327.gff","yes","FungiDB","0","101","0","Apollo","GenBank","GCA_000151295.1","   57.12","GenBank","Jul 31, 2015","yes","Allomyces macrogynus ATCC 38327","Allomyces macrogynus","28583","ATCC 38327","578462","http://FungiDB.org/common/downloads/Current_Release/AmacrogynusATCC38327/fasta/data/FungiDB-64_AmacrogynusATCC38327_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/AmacrogynusATCC38327/fasta/data/FungiDB-64_AmacrogynusATCC38327_AnnotatedProteins.fasta","N/A","1989","1896","19333","11948","N/A","535","18798","17","18798","N/A","0","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/AcarbonariusITEM5010/gff/data/FungiDB-64_AcarbonariusITEM5010.gff","no","FungiDB","0","829","0","Apollo","GenBank","GCA_001990825.1","   36.15","GenBank","Feb 15, 2017","yes","Aspergillus carbonarius ITEM 5010","Aspergillus carbonarius","40993","ITEM 5010","602072","http://FungiDB.org/common/downloads/Current_Release/AcarbonariusITEM5010/fasta/data/FungiDB-64_AcarbonariusITEM5010_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/AcarbonariusITEM5010/fasta/data/FungiDB-64_AcarbonariusITEM5010_AnnotatedProteins.fasta","N/A","1504","189","11735","8002","N/A","260","11475","64411","11475","N/A","0","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/Ptriticina1-1BBBDRace1/gff/data/FungiDB-64_Ptriticina1-1BBBDRace1.gff","no","FungiDB","0","0","14818","Apollo","GenBank","GCA_000151525.2","  135.34","GenBank","Jun 06, 2016","yes","Puccinia triticina 1-1 BBBD Race 1","Puccinia triticina","208348","1-1 BBBD Race 1","630390","http://FungiDB.org/common/downloads/Current_Release/Ptriticina1-1BBBDRace1/fasta/data/FungiDB-64_Ptriticina1-1BBBDRace1_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/Ptriticina1-1BBBDRace1/fasta/data/FungiDB-64_Ptriticina1-1BBBDRace1_AnnotatedProteins.fasta","N/A","1127","2791","15692","6277","N/A","814","14878","24752","14878","N/A","0","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/GtriticiR3-111a-1/gff/data/FungiDB-64_GtriticiR3-111a-1.gff","yes","FungiDB","0","513","0","Apollo","INSDC","GCA_000145635.1","   43.77","GenBank","Mar 13, 2015","yes","Gaeumannomyces tritici R3-111a-1","Gaeumannomyces tritici","36779","R3-111a-1","644352","http://FungiDB.org/common/downloads/Current_Release/GtriticiR3-111a-1/fasta/data/FungiDB-64_GtriticiR3-111a-1_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/GtriticiR3-111a-1/fasta/data/FungiDB-64_GtriticiR3-111a-1_AnnotatedProteins.fasta","N/A","1006","N/A","14749","7746","N/A","291","14458","8552","14458","N/A","80","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/MpoaeATCC64411/gff/data/FungiDB-64_MpoaeATCC64411.gff","yes","FungiDB","0","205","0","Apollo","INSDC","GCA_000193285.1","   39.64","GenBank","Jun 17, 2015","yes","Magnaporthiopsis poae ATCC 64411","Magnaporthiopsis poae","148304","ATCC 64411","644358","http://FungiDB.org/common/downloads/Current_Release/MpoaeATCC64411/fasta/data/FungiDB-64_MpoaeATCC64411_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/MpoaeATCC64411/fasta/data/FungiDB-64_MpoaeATCC64411_AnnotatedProteins.fasta","N/A","858","N/A","12363","6856","N/A","200","12163","428","12163","N/A","9","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/CgraminicolaM1-001/gff/data/FungiDB-64_CgraminicolaM1-001.gff","yes","FungiDB","0","653","0","Apollo","INSDC","GCA_000149035.1","   51.64","GenBank","Jul 24, 2016","yes","Colletotrichum graminicola M1.001","Colletotrichum graminicola","31870","M1.001","645133","http://FungiDB.org/common/downloads/Current_Release/CgraminicolaM1-001/fasta/data/FungiDB-64_CgraminicolaM1-001_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/CgraminicolaM1-001/fasta/data/FungiDB-64_CgraminicolaM1-001_AnnotatedProteins.fasta","N/A","1119","925","12400","8131","N/A","380","12020","153164","12020","N/A","1","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/SpunctatusDAOMBR117/gff/data/FungiDB-64_SpunctatusDAOMBR117.gff","no","FungiDB","0","38","0","Apollo","GenBank","GCA_000182565.2","   24.13","GenBank","Jul 29, 2015","yes","Spizellomyces punctatus DAOM BR117","Spizellomyces punctatus","109760","DAOM BR117","645134","http://FungiDB.org/common/downloads/Current_Release/SpunctatusDAOMBR117/fasta/data/FungiDB-64_SpunctatusDAOMBR117_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/SpunctatusDAOMBR117/fasta/data/FungiDB-64_SpunctatusDAOMBR117_AnnotatedProteins.fasta","N/A","1096","1411","9169","6333","N/A","219","8950","15","8950","N/A","0","N/A","N/A","N/A","N/A","3"
"http://FungiDB.org/common/downloads/Current_Release/TtonsuransCBS112818/gff/data/FungiDB-64_TtonsuransCBS112818.gff","yes","FungiDB","0","110","0","Apollo","INSDC","GCA_000151455.1","   22.99","GenBank","Jul 24, 2016","yes","Trichophyton tonsurans CBS 112818","Trichophyton tonsurans","34387","CBS 112818","647933","http://FungiDB.org/common/downloads/Current_Release/TtonsuransCBS112818/fasta/data/FungiDB-64_TtonsuransCBS112818_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/TtonsuransCBS112818/fasta/data/FungiDB-64_TtonsuransCBS112818_AnnotatedProteins.fasta","N/A","887","N/A","8625","5781","N/A","104","8521","13875","8521","N/A","4","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/Pdestructans20631-21/gff/data/FungiDB-64_Pdestructans20631-21.gff","yes","FungiDB","0","1846","0","Apollo","INSDC","GCA_000184105.1","   30.68","GenBank","Mar 13, 2015","yes","Pseudogymnoascus destructans 20631-21","Pseudogymnoascus destructans","655981","20631-21","658429","http://FungiDB.org/common/downloads/Current_Release/Pdestructans20631-21/fasta/data/FungiDB-64_Pdestructans20631-21_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/Pdestructans20631-21/fasta/data/FungiDB-64_Pdestructans20631-21_AnnotatedProteins.fasta","N/A","847","N/A","9225","5668","N/A","150","9075","11545","9075","N/A","2","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/FoxysporumFo5176/gff/data/FungiDB-64_FoxysporumFo5176.gff","no","FungiDB","15","4","0","N/A","INSDC","GCA_014154955.1","   67.98","GenBank","Aug 11, 2020","no","Fusarium oxysporum f. sp. conglutinans Fo5176","Fusarium oxysporum","5507","f. sp. conglutinans Fo5176","660025","http://FungiDB.org/common/downloads/Current_Release/FoxysporumFo5176/fasta/data/FungiDB-64_FoxysporumFo5176_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/FoxysporumFo5176/fasta/data/FungiDB-64_FoxysporumFo5176_AnnotatedProteins.fasta","N/A","7","1846","17912","10428","N/A","0","17912","109393","17912","N/A","0","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/FoxysporumFo47/gff/data/FungiDB-64_FoxysporumFo47.gff","no","FungiDB","0","124","0","N/A","GenBank","GCA_000271705.2","   49.66","GenBank","Aug 11, 2014","no","Fusarium oxysporum Fo47","Fusarium oxysporum","5507","Fo47","660027","http://FungiDB.org/common/downloads/Current_Release/FoxysporumFo47/fasta/data/FungiDB-64_FoxysporumFo47_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/FoxysporumFo47/fasta/data/FungiDB-64_FoxysporumFo47_AnnotatedProteins.fasta","N/A","1793","2644","18556","10912","N/A","365","18191","120423","18191","N/A","0","N/A","N/A","N/A","N/A","8"
"http://FungiDB.org/common/downloads/Current_Release/FoxysporumNRRL32931/gff/data/FungiDB-64_FoxysporumNRRL32931.gff","no","FungiDB","0","168","0","N/A","GenBank","GCA_000271745.2","   47.91","GenBank","Mar 18, 2015","no","Fusarium oxysporum NRRL 32931","Fusarium oxysporum","5507","NRRL 32931","660029","http://FungiDB.org/common/downloads/Current_Release/FoxysporumNRRL32931/fasta/data/FungiDB-64_FoxysporumNRRL32931_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/FoxysporumNRRL32931/fasta/data/FungiDB-64_FoxysporumNRRL32931_AnnotatedProteins.fasta","N/A","1692","2645","17642","8578","N/A","362","17280","119866","17280","N/A","7","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/Fvanettenii77134/gff/data/FungiDB-64_Fvanettenii77134.gff","no","FungiDB","0","209","0","Apollo","INSDC","GCA_000151355.1","   51.29","GenBank","Jul 24, 2016","yes","Fusarium vanettenii 77-13-4","Fusarium vanettenii","2747968","77-13-4","660122","http://FungiDB.org/common/downloads/Current_Release/Fvanettenii77134/fasta/data/FungiDB-64_Fvanettenii77134_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/Fvanettenii77134/fasta/data/FungiDB-64_Fvanettenii77134_AnnotatedProteins.fasta","N/A","1288","N/A","15708","10340","N/A","0","15708","126466","15708","N/A","0","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/Ssclerotiorum1980UF-70/gff/data/FungiDB-64_Ssclerotiorum1980UF-70.gff","no","FungiDB","16","0","0","Apollo","GenBank","GCA_001857865.1","   38.91","GenBank","Oct 31, 2016","yes","Sclerotinia sclerotiorum 1980 UF-70","Sclerotinia sclerotiorum","5180","1980 UF-70","665079","http://FungiDB.org/common/downloads/Current_Release/Ssclerotiorum1980UF-70/fasta/data/FungiDB-64_Ssclerotiorum1980UF-70_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/Ssclerotiorum1980UF-70/fasta/data/FungiDB-64_Ssclerotiorum1980UF-70_AnnotatedProteins.fasta","N/A","1242","1009","11368","7328","N/A","238","11130","44641","11130","N/A","0","N/A","N/A","N/A","N/A","4"
"http://FungiDB.org/common/downloads/Current_Release/AaculeatusATCC16872/gff/data/FungiDB-64_AaculeatusATCC16872.gff","no","FungiDB","0","660","0","Apollo","GenBank","GCA_001890905.1","   35.42","GenBank","Dec 08, 2016","yes","Aspergillus aculeatus ATCC 16872","Aspergillus aculeatus","5053","ATCC 16872","690307","http://FungiDB.org/common/downloads/Current_Release/AaculeatusATCC16872/fasta/data/FungiDB-64_AaculeatusATCC16872_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/AaculeatusATCC16872/fasta/data/FungiDB-64_AaculeatusATCC16872_AnnotatedProteins.fasta","N/A","1459","N/A","11165","7861","N/A","322","10843","67768","10843","N/A","0","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/SparasiticaCBS223-65/gff/data/FungiDB-64_SparasiticaCBS223-65.gff","yes","FungiDB","0","1442","0","Apollo","GenBank","GCA_000151545.2","   53.13","GenBank","Mar 23, 2015","yes","Saprolegnia parasitica CBS 223.65","Saprolegnia parasitica","101203","CBS 223.65","695850","http://FungiDB.org/common/downloads/Current_Release/SparasiticaCBS223-65/fasta/data/FungiDB-64_SparasiticaCBS223-65_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/SparasiticaCBS223-65/fasta/data/FungiDB-64_SparasiticaCBS223-65_AnnotatedProteins.fasta","N/A","1440","849","20435","12261","N/A","314","20121","4549","20121","N/A","25","N/A","N/A","N/A","N/A","3"
"http://FungiDB.org/common/downloads/Current_Release/RirregularisDAOM181602/gff/data/FungiDB-64_RirregularisDAOM181602.gff","no","FungiDB","0","0","1111","Apollo","GenBank","GCA_000439145.3","  136.73","GenBank","Jan 30, 2018","yes","Rhizophagus irregularis DAOM 181602=DAOM 197198","Rhizophagus irregularis","588596","DAOM 181602=DAOM 197198","747089","http://FungiDB.org/common/downloads/Current_Release/RirregularisDAOM181602/fasta/data/FungiDB-64_RirregularisDAOM181602_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/RirregularisDAOM181602/fasta/data/FungiDB-64_RirregularisDAOM181602_AnnotatedProteins.fasta","N/A","1237","3","26245","13675","N/A","102","26143","3699","26143","N/A","0","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/Mlarici-populina98AG31/gff/data/FungiDB-64_Mlarici-populina98AG31.gff","no","FungiDB","0","462","0","Apollo","GenBank","GCA_000204055.1","  101.13","GenBank","Mar 13, 2015","yes","Melampsora larici-populina 98AG31","Melampsora larici-populina","203908","98AG31","747676","http://FungiDB.org/common/downloads/Current_Release/Mlarici-populina98AG31/fasta/data/FungiDB-64_Mlarici-populina98AG31_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/Mlarici-populina98AG31/fasta/data/FungiDB-64_Mlarici-populina98AG31_AnnotatedProteins.fasta","N/A","1105","4677","16380","6198","N/A","8","16372","1184","16372","N/A","8","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/MlusitanicusCBS277-49/gff/data/FungiDB-64_MlusitanicusCBS277-49.gff","no","FungiDB","0","26","0","Apollo","GenBank","GCA_001638945.1","   36.59","Apollo","Aug 30, 2022","yes","Mucor lusitanicus CBS 277.49","Mucor lusitanicus","29924","CBS 277.49","747725","http://FungiDB.org/common/downloads/Current_Release/MlusitanicusCBS277-49/fasta/data/FungiDB-64_MlusitanicusCBS277-49_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/MlusitanicusCBS277-49/fasta/data/FungiDB-64_MlusitanicusCBS277-49_AnnotatedProteins.fasta","N/A","N/A","N/A","11852","8071","N/A","0","11852","1131","11852","N/A","0","11852","N/A","N/A","N/A","4"
"http://FungiDB.org/common/downloads/Current_Release/ChigginsianumIMI349063/gff/data/FungiDB-64_ChigginsianumIMI349063.gff","no","FungiDB","11","14","0","Apollo","INSDC","GCA_001672515.1","   50.72","GenBank","Jun 21, 2016","yes","Colletotrichum higginsianum IMI 349063","Colletotrichum higginsianum","80884","IMI 349063","759273","http://FungiDB.org/common/downloads/Current_Release/ChigginsianumIMI349063/fasta/data/FungiDB-64_ChigginsianumIMI349063_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/ChigginsianumIMI349063/fasta/data/FungiDB-64_ChigginsianumIMI349063_AnnotatedProteins.fasta","N/A","1187","1150","14651","9508","N/A","0","14651","130693","14651","N/A","0","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/PparasiticaINRA-310/gff/data/FungiDB-64_PparasiticaINRA-310.gff","no","FungiDB","0","708","0","Apollo","GenBank","GCA_000247585.2","   82.39","GenBank","Mar 23, 2015","yes","Phytophthora parasitica INRA-310","Phytophthora parasitica","4792","INRA-310","761204","http://FungiDB.org/common/downloads/Current_Release/PparasiticaINRA-310/fasta/data/FungiDB-64_PparasiticaINRA-310_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/PparasiticaINRA-310/fasta/data/FungiDB-64_PparasiticaINRA-310_AnnotatedProteins.fasta","N/A","1435","4071","23240","10599","N/A","119","23121","88611","23121","N/A","0","N/A","N/A","N/A","N/A","N/A"
"http://FungiDB.org/common/downloads/Current_Release/PblakesleeanusNRRL1555/gff/data/FungiDB-64_PblakesleeanusNRRL1555.gff","no","FungiDB","0","80","0","Apollo","GenBank","GCA_001638985.2","   53.94","JGI","2","yes","Phycomyces blakesleeanus NRRL 1555(-)","Phycomyces blakesleeanus","4837","NRRL 1555(-)","763407","http://FungiDB.org/common/downloads/Current_Release/PblakesleeanusNRRL1555/fasta/data/FungiDB-64_PblakesleeanusNRRL1555_Genome.fasta","http://FungiDB.org/common/downloads/Current_Release/PblakesleeanusNRRL1555/fasta/data/FungiDB-64_PblakesleeanusNRRL1555_AnnotatedProteins.fasta","N/A","813","5336","16528","8469","N/A","0","16528","57","16528","N/A","0","N/A","N/A","N/A","N/A","1"
